_id,pin,number,total_amount
6922324,0457J00099000000,2,15.6
6922325,0457J00104000000,2,21.28
6922326,0457J00107000000,2,20.81
6922327,0457J00110000000,2,6.62
6922328,0457J00112000000,2,6.62
6922329,0457J00114000000,3,148.03
6922330,0457J00125000000,4,371.92
6922331,0457J00143000000,2,15.6
6922332,0457J00149000000,2,99.33
6922333,0457J00150000000,2,233.7
6922334,0457J00176000000,2,15.6
6922335,0457J00181000000,2,24.13
6922336,0457J00184000000,2,22.7
6922337,0457J00191000000,4,324.32
6922338,0457J00194000000,2,27.9
6922339,0457J00197000000,8,3490.4
6922340,0457J00331000000,1,14.19
6922341,0457J00335000000,1,13.72
6922342,0457J00339000000,1,13.72
6922343,0457J00346000000,1,13.24
6922344,0457J00349000000,1,12.3
6922345,0457J00365000000,1,119.67
6922346,0457J00377000000,6,1188.64
6922347,0457K00042000000,1,47.3
6922348,0457L00056000000,2,1412.55
6922349,0457L00059000000,1,9687.1
6922350,0457N00078000000,2,830.35
6922351,0457N00215000000,2,98.38
6922352,0457N00226000000,4,338.61
6922353,0457N00241000000,28,19642.35
6922354,0457N00251000000,3,6152.66
6922355,0457N00310000000,46,1369.95
6922356,0457N00324000000,12,706.72
6922357,0457N00334000000,44,3882.83
6922358,0457S00029000000,6,3148.77
6922359,0458A00018000000,1,1634.86
6922360,0458A00024000000,1,1459.7
6922361,0458A00028000000,29,6723.27
6922362,0458A00036000000,1,33.58
6922363,0458A00037000000,1,18.45
6922364,0458A00038000000,12,11045.45
6922365,0458A00140000000,1,370.45
6922366,0458A00218000000,73,7816.27
6922367,0458A00237000000,27,8015.56
6922368,0458B00088000000,70,2545.89
6922369,0458C00076000000,3,1506.91
6922370,0458D00018000000,21,5599.39
6922371,0458D00020000000,25,8506.14
6922372,0458D00024000000,35,69427.42
6922373,0458D00038000000,96,9155.83
6922374,0458D00058000000,10,51.41
6922375,0458D00113000000,95,6933.53
6922376,0458D00275000000,2,1864.4
6922377,0458E00036000000,1,654.35
6922378,0458E00038000000,1,205.76
6922379,0458E00046000000,1,436.58
6922380,0458E00057000000,3,5091.15
6922381,0458E00062000000,14,18793.27
6922382,0458E00083000000,2,2141.94
6922383,0458E00091000000,1,137.74
6922384,0458E00100000000,1,827.5
6922385,0458E00134000000,1,99.12
6922386,0458E00180000000,1,40.26
6922387,0458E00209000000,69,5543.76
6922388,0458E00392000000,2,140.6
6922389,0458F00025000000,1,35.89
6922390,0458F00051000000,2,142.34
6922391,0458F00176000000,3,334.8
6922392,0458F00255000000,18,942.58
6922393,0458F00257000000,2,2094.08
6922394,0458G00375000000,1,390.76
6922395,0458H00002000000,1,333.68
6922396,0458H00035000000,1,1659.75
6922397,0458H00048000000,9,200.62
6922398,0458H00140000000,1,702
6922399,0458H00155000000,95,4603.1
6922400,0458H00157000000,82,610.65
6922401,0458H00190000000,56,618.5
6922402,0458K00077000000,1,1506.86
6922403,0458K00130000000,3,17900.04
6922404,0458K00163000000,1,944.91
6922405,0458L00054000000,90,2945.79
6922406,0458L00059000000,89,2991.76
6922407,0458L00062000000,89,2762.63
6922408,0458L00064000000,56,2958.92
6922409,0458L00080000000,64,3283.92
6922410,0458L00082000000,18,119.55
6922411,0458L00125000000,1,1368.94
6922412,0458M00052000000,108,4824.47
6922413,0458M00100000000,1,106.43
6922414,0458M00126000000,1,216.2
6922415,0458M00143000000,7,7540.7
6922416,0458M00192000000,1,223.73
6922417,0458M00235000000,4,6740.38
6922418,0458M00259000000,5,1504.48
6922419,0458M00267000000,2,1294.7
6922420,0458M00280000000,1,4.73
6922421,0458M00340000000,1,321.64
6922422,0458M00389000000,5,3619.37
6922423,0458N00072000000,1,213.6
6922424,0458N00080000000,1,220.4
6922425,0458N00181000000,10,14960.46
6922426,0458N00360000000,7,1244.93
6922427,0458P00021000000,1,348.75
6922428,0458P00059000000,12,9279.27
6922429,0458P00105000000,30,24091.72
6922430,0458P00116000000,1,292.95
6922431,0458P00268000000,1,322.11
6922432,0458P00331000000,1,221.84
6922433,0458R00016000000,1,619.27
6922434,0458R00026000000,8,113.81
6922435,0458R00040000000,92,4843.13
6922436,0458R00046000000,42,2268.85
6922437,0458R00059000000,3,2246.24
6922438,0458R00084000000,5,153.62
6922439,0458R00178000000,2,710.37
6922440,0458R00270000000,6,2237.12
6922441,0458R00272000000,4,374.4
6922442,0458S00015000000,1,213.94
6922443,0458S00019000000,108,4841.49
6922444,0458S00021000000,107,4832.19
6922445,0458S00078000000,1,1321.92
6922446,0458S00079000000,2,3723.13
6922447,0458S00105000000,113,7974.17
6922448,0458S00127000000,2,2108.19
6922449,0458S00137000000,1,123.45
6922450,0458S00142000000,108,4291.73
6922451,0458S00167000000,1,235.08
6922452,0458S00188000000,89,2886.03
6922453,0458S00194000000,94,6170.15
6922454,0458S00210000000,93,640.11
6922455,0458S00213000000,110,7790.28
6922456,0458S00215000000,18,211.99
6922457,0458S00217000000,100,4485.6
6922458,0458S00234000000,10,16005.48
6922459,0458S00236000000,8,8424.05
6922460,0458S00278000000,2,4609.77
6922461,0458S00310000000,1,700
6922462,0458S00336000000,1,581.25
6922463,0459A00126000000,11,9304.64
6922464,0459A00184000000,21,20676.03
6922465,0459B00145000000,1,1306.85
6922466,0459B00165000000,27,22265.56
6922467,0459B00265000000,13,12114.23
6922468,0459C00001000000,1,2584.95
6922469,0459C00030000000,107,2739.62
6922470,0459C00053000000,2,424.92
6922471,0459C00060000000,1,56.63
6922472,0459C00069000000,103,2634.22
6922473,0459C00071000000,107,2650.26
6922474,0459C00077000000,9,6883.09
6922475,0459C00106000000,68,3663.05
6922476,0459C00140000000,2,373.99
6922477,0459C00200000000,6,396.69
6922478,0459D00010000000,98,2029.31
6922479,0459D00013000000,94,5823.62
6922480,0459D00060000000,102,6810.16
6922481,0459D00062000000,94,5665.95
6922482,0459D00074000000,20,14983.17
6922483,0459D00094000000,7,2232.8
6922484,0459D00107000000,97,8919.24
6922485,0459D00135000000,1,334.11
6922486,0459D00142000000,1,500.65
6922487,0459D00150000000,8,3922.8
6922488,0459D00161000000,104,6082.99
6922489,0459D00168000000,103,6002.53
6922490,0459D00186000000,92,7309.61
6922491,0459D00188000000,115,7386.44
6922492,0459D00194000000,1,1496.86
6922493,0459D00210000000,1,250
6922494,0459D00222000000,31,29278.44
6922495,0459D00225000000,1,939.58
6922496,0459D00287000000,1,306.03
6922497,0459D00293000000,12,11861.03
6922498,0459D00310000000,21,23586.76
6922499,0459D00334000000,5,5962.8
6922500,0459E00043000000,1,279.99
6922501,0459E00052000000,1,1863.78
6922502,0459E00059000000,4,6175.23
6922503,0459E00106000000,1,1128.55
6922504,0459E00126000000,3,1619.23
6922505,0459E00131000000,2,639.95
6922506,0459E00175000000,1,924.55
6922507,0459F00037000000,2,706.37
6922508,0459F00050000000,7,9017.17
6922509,0459F00108000000,1,272.45
6922510,0459F00180000000,9,3579.11
6922511,0459F00222000000,3,626.34
6922512,0459F00225000000,1,342.45
6922513,0459F00228000000,1,992.62
6922514,0459F00304000000,4,3857.39
6922515,0459F00337000000,2,1418.6
6922516,0459F00340000000,2,720.1
6922517,0459H00034000000,1,55.5
6922518,0459H00067000000,1,259.2
6922519,0459H00381000000,1,213.49
6922520,0459J00032000000,2,997.37
6922521,0459J00038000000,2,1578.01
6922522,0459J00060000000,1,109.74
6922523,0459J00077000000,1,141.9
6922524,0459J00077000100,1,30.75
6922525,0459J00092000000,3,1082.32
6922526,0459J00137000000,1,722.3
6922527,0459J00189000000,15,52389.25
6922528,0459J00199000000,2,1054.48
6922529,0459J00226000000,2,659.05
6922530,0459J00278000000,2,7964.18
6922531,0459J00293000000,1,1402
6922532,0459K00009000000,1,526.34
6922533,0459K00029000000,5,1140.59
6922534,0459K00046000000,24,3414.38
6922535,0459K00055000000,4,4149.4
6922536,0459K00071000000,1,12.6
6922537,0459K00076000000,2,332.35
6922538,0459K00090000000,3,280.53
6922539,0459K00093000000,3,246.11
6922540,0459K00105000000,110,4403.86
6922541,0459K00114000000,14,6384.01
6922542,0459K00144000000,1,108.5
6922543,0459K00162000000,99,4396.29
6922544,0459K00201000000,3,3412.18
6922545,0459K00207000000,1,624.6
6922546,0459K00263000000,1,119.67
6922547,0459K00266000000,4,3798.79
6922548,0459K00300000000,2,72.84
6922549,0459K00305000000,1,199.15
6922550,0459M00025000000,3,2.34
6922551,0459M00087000000,1,42.66
6922552,0459M00095000000,1,212.85
6922553,0459M00334000000,5,143.6
6922554,0459N00008000000,109,4553.93
6922555,0459N00035000000,30,82.63
6922556,0459N00054000000,84,530.9
6922557,0459N00058000000,112,1856.78
6922558,0459N00065000000,41,141.23
6922559,0459N00066000000,84,211.2
6922560,0459N00067000000,84,211.2
6922561,0459N00068000000,35,125.49
6922562,0459N00069000000,36,1138.26
6922563,0459N00075000000,84,211.2
6922564,0459N00087000000,1,6.62
6922565,0459N00101000000,11,5536.35
6922566,0459N00161000000,1,83.25
6922567,0459N00163000000,1,8.99
6922568,0459N00168000000,2,957.22
6922569,0459N00169000000,1,5.2
6922570,0459N00170000000,1,2.84
6922571,0459N00174000000,1,20.81
6922572,0459N00176000000,2,808.7
6922573,0459N00182000000,1,182.11
6922574,0459N00187000000,1,3695.87
6922575,0459P00005000000,104,2231.38
6922576,0459P00007000000,96,1218.8
6922577,0459P00050000000,1,108.5
6922578,0459P00052000000,1,110.83
6922579,0459P00054000000,1,110.83
6922580,0459P00056000000,3,177.05
6922581,0459P00086000000,1,110.83
6922582,0459P00088000000,1,109.28
6922583,0459P00090000000,1,109.28
6922584,0459P00094000000,1,111.6
6922585,0459P00096000000,1,109.28
6922586,0459P00098000000,1,110.05
6922587,0459P00100000000,1,110.05
6922588,0459P00102000000,1,109.28
6922589,0459P00113000000,2,13.24
6922590,0459P00115000000,1,110.05
6922591,0459P00154000000,6,3340.19
6922592,0459P00183000000,1,109.28
6922593,0459P00185000000,1,109.28
6922594,0459P00186000000,3,124.42
6922595,0459P00188000000,1,109.28
6922596,0459P00190000000,1,109.28
6922597,0459P00199000000,1,310.78
6922598,0459P00215000000,1,219.24
6922599,0459P00263000000,3,5966.86
6922600,0459P00425000000,1,31.69
6922601,0459R00267000000,1,103.08
6922602,0459S00140000000,16,1759.87
6922603,0459S00236000000,14,1728.79
6922604,0459S00326000000,1,2057.94
6922605,0459S00333000000,1,788.18
6922606,0460A00009000000,24,1383.53
6922607,0460A00018000000,34,15438.95
6922608,0460A00026000000,1,86.09
6922609,0460A00056000000,1,77.36
6922610,0460A00068000000,73,90.38
6922611,0460A00150000000,111,12486.94
6922612,0460A00201000000,1,96
6922613,0460A00204000000,1,701.6
6922614,0460A00205000000,92,5413.26
6922615,0460A00206000000,18,4220.18
6922616,0460A00300000000,1,1657.91
6922617,0460A00374000000,101,755.07
6922618,0460B00004000000,10,16022.35
6922619,0460B00032000000,98,732.09
6922620,0460B00083000000,58,2345.52
6922621,0460B00096000000,73,191.57
6922622,0460B00101000000,7,2017.29
6922623,0460B00106000000,46,3547.28
6922624,0460B00175000000,3,113.06
6922625,0460B00177000000,1,109.28
6922626,0460B00179000000,1,110.05
6922627,0460B00181000000,1,109.28
6922628,0460B00182000000,1,325.26
6922629,0460B00183000000,1,108.5
6922630,0460B00185000000,1,115.48
6922631,0460B00197000000,1,1174.48
6922632,0460B00204000000,19,10333.23
6922633,0460B00377000000,1,223.71
6922634,0460C00051000000,20,4317.54
6922635,0460C00108000000,1,729.04
6922636,0460C00130000000,2,557.59
6922637,0460C00161000000,1,70.48
6922638,0460C00198000000,50,3437.43
6922639,0460C00234000000,84,196.15
6922640,0460C00360000000,97,1049.66
6922641,0460C00365000000,84,160.89
6922642,0460C00367000000,41,114.21
6922643,0460C00369000000,41,114.21
6922644,0460C00375000000,84,1010.05
6922645,0460D00011000000,96,996.34
6922646,0460D00014000000,84,586.28
6922647,0460D00027000000,19,132.66
6922648,0460D00107000000,7,1660.69
6922649,0460D00109000000,19,199.61
6922650,0460D00126000000,82,894.58
6922651,0460D00200000000,6,151.92
6922652,0460D00204000001,84,160.89
6922653,0460D00204000002,82,151.43
6922654,0460D00207000000,43,1630.77
6922655,0460D00214000000,32,714.92
6922656,0460D00218000000,45,3368.5
6922657,0460D00223000000,35,2115.96
6922658,0460D00227000000,34,828.17
6922659,0460D00271000000,90,799.43
6922660,0460D00273000000,84,341.64
6922661,0460D00347000000,71,1583.34
6922662,0460D00355000000,40,1645.31
6922663,0460D00360000000,22,893.74
6922664,0460E00011000000,51,9400.31
6922665,0460E00012000000,3,331.34
6922666,0460E00017000000,14,2001.62
6922667,0460E00021000001,6,58.77
6922668,0460E00031000000,2,28.6
6922669,0460E00032000000,1,464
6922670,0460E00033000000,4,9.45
6922671,0460E00040000000,3,611.12
6922672,0460E00048000000,8,1407.41
6922673,0460E00066000000,52,721.03
6922674,0460E00100000000,68,4055.76
6922675,0460E00104000000,51,546.57
6922676,0460E00136000000,17,4011.44
6922677,0460E00159000000,93,8022.13
6922678,0460E00166000000,59,5279.13
6922679,0460E00203000000,1,55.34
6922680,0460E00205000000,14,149.48
6922681,0460E00225000000,21,657.07
6922682,0460E00232000000,4,264.64
6922683,0460E00233000000,5,1365.66
6922684,0460E00234000000,1,254.45
6922685,0460E00235000000,32,4006.5
6922686,0460E00238000000,54,553.03
6922687,0460E00260000000,1,235.79
6922688,0460E00269000000,11,2998.17
6922689,0460E00277000000,3,29.79
6922690,0460E00280000000,3,799.22
6922691,0460E00287000000,109,794.06
6922692,0460E00303000000,58,1811.7
6922693,0460E00328000000,40,1065.05
6922694,0460E00335000000,90,684.09
6922695,0460E00350000000,103,6510.56
6922696,0460E00368000000,51,6290.59
6922697,0460E00389000000,1,3.31
6922698,0460F00012000000,2,60.33
6922699,0460F00051000000,26,5463.29
6922700,0460F00052000000,29,11821.86
6922701,0460F00085000000,29,20717.23
6922702,0460F00089000000,18,944.88
6922703,0460F00100000000,184,16288.78
6922704,0460F00112000000,29,6594.53
6922705,0460F00114000000,20,3156.42
6922706,0460F00121000000,11,1113.17
6922707,0460F00140000000,1,224.68
6922708,0460F00142000000,31,2577.35
6922709,0460F00144000000,54,2474.89
6922710,0460F00148000000,2,8.52
6922711,0460F00150000000,6,2486.08
6922712,0460F00164000000,20,3359.65
6922713,0460F00174000000,1,2508.03
6922714,0460F00177000000,3,2.34
6922715,0460F00193000000,1,184.47
6922716,0460F00195000000,19,4730.72
6922717,0460F00204000000,8,2596.76
6922718,0460F00213000000,3,1289.51
6922719,0460F00219000000,1,31.22
6922720,0460F00220000000,12,15005.64
6922721,0460F00228000000,1,124.1
6922722,0460F00231000000,3,224.49
6922723,0460F00233000000,1,166.5
6922724,0460F00235000000,21,10775.1
6922725,0460F00237000000,19,5286.76
6922726,0460F00239000000,17,4063.68
6922727,0460F00241000000,54,7707.24
6922728,0460F00266000000,1,984.77
6922729,0460F00311000000,78,2283.72
6922730,0460F00343000000,1,271.39
6922731,0460F00350000000,115,26081
6922732,0460F00383000000,97,2261.91
6922733,0460F00385000000,1,512.28
6922734,0460F00396000000,16,65.18
6922735,0460G00047000000,5,5394.81
6922736,0460G00051000000,2,27.44
6922737,0460G00054000000,86,10907.02
6922738,0460G00064000000,76,22189.03
6922739,0460G00070000000,1,467.52
6922740,0460G00126000000,72,6286.02
6922741,0460G00143000000,51,9496.53
6922742,0460G00152000000,41,324.54
6922743,0460G00161000000,34,5692.83
6922744,0460G00211000000,5,263.4
6922745,0460G00225000000,119,3049.38
6922746,0460G00250000000,1,112.1
6922747,0460G00255000000,1,61.78
6922748,0460G00268000000,88,710.81
6922749,0460G00275000000,9,4348.55
6922750,0460G00281000000,58,1142.62
6922751,0460G00285000000,77,3841.87
6922752,0460G00306000000,67,6725.91
6922753,0460G00344000000,14,7025.19
6922754,0460G00351000000,16,1940.97
6922755,0460G00369000000,100,1243.5
6922756,0460G00376000000,1,1066.86
6922757,0460G00391000000,5,1070.17
6922758,0460G00393000000,9,1821.06
6922759,0460G00394000000,120,13176.91
6922760,0460G00398000000,27,9236.8
6922761,0460G00400000000,79,2949.8
6922762,0460H00032000000,80,9491.39
6922763,0460H00045000000,1,13.24
6922764,0460H00049000000,1,13.24
6922765,0460H00070000000,1,1.4
6922766,0460H00130000000,52,3489.93
6922767,0460H00147000000,17,1121.99
6922768,0460H00238000000,87,10939.46
6922769,0460H00242000000,18,2987.18
6922770,0460H00295000000,69,2959.38
6922771,0460J00055000000,1,107
6922772,0460J00065000000,1,2.84
6922773,0460J00066000000,1,2.84
6922774,0460J00069000000,12,125.13
6922775,0460J00080000000,52,6220.79
6922776,0460J00092000000,11,1350.1
6922777,0460J00096000000,28,2963.34
6922778,0460J00117000000,23,1630.28
6922779,0460J00118000000,4,15.12
6922780,0460J00119000000,4,15.12
6922781,0460J00120000000,22,2614.01
6922782,0460J00121000000,20,1507.09
6922783,0460J00122000000,4,11.36
6922784,0460J00124000000,10,1206.09
6922785,0460J00125000000,52,7218.66
6922786,0460J00151000000,2,42.57
6922787,0460J00156000000,98,1011.04
6922788,0460J00158000000,100,1044.66
6922789,0460J00185000000,109,1759.53
6922790,0460J00186000000,2,37.84
6922791,0460J00193000000,2,530.89
6922792,0460J00232000000,96,31704.25
6922793,0460J00235000000,7,852.79
6922794,0460J00262000000,17,6752.15
6922795,0460J00285000000,82,4306.85
6922796,0460J00290000000,68,223.32
6922797,0460J00291000000,52,306.97
6922798,0460J00296000000,131,7278.04
6922799,0460J00302000000,143,8084.07
6922800,0460J00304000000,68,235.31
6922801,0460J00308000000,135,7299.72
6922802,0460J00351000000,83,8484.28
6922803,0460J00352000000,53,312.19
6922804,0460J00354000000,52,311.88
6922805,0460J00355000000,89,2112.97
6922806,0460J00356000000,78,6955.57
6922807,0460J00358000000,67,215.76
6922808,0460J00361000000,86,7001.14
6922809,0460K00094000000,61,244.87
6922810,0460K00097000000,41,85.96
6922811,0460K00099000000,136,7065.86
6922812,0460K00101000000,41,119.61
6922813,0460K00108000000,65,6424.28
6922814,0460K00109000000,53,96.02
6922815,0460K00119000000,39,12266.23
6922816,0460K00121000000,54,16981.71
6922817,0460K00123000000,94,8816.23
6922818,0460K00140000000,66,150.21
6922819,0460K00150000000,134,34637.73
6922820,0460K00183000000,106,7636.17
6922821,0460K00191000000,91,6585.81
6922822,0460K00209000000,106,3630.21
6922823,0460K00213000000,30,70.67
6922824,0460K00232000000,50,564.56
6922825,0460K00235000000,55,406.79
6922826,0460K00240000000,54,405.85
6922827,0460K00244000000,96,6274.96
6922828,0460K00251000000,43,7868.18
6922829,0460K00255000000,40,109.26
6922830,0460K00260000000,66,150.57
6922831,0460K00279000000,77,7067.69
6922832,0460K00307000000,133,7586.73
6922833,0460K00341000000,68,220.02
6922834,0460K00342000000,68,220.02
6922835,0460K00344000000,139,7302.05
6922836,0460K00347000000,80,7182.53
6922837,0460K00349000000,143,7764.47
6922838,0460K00378000000,118,7289.25
6922839,0460K00381000000,12,7845.12
6922840,0460K00382000000,68,220.02
6922841,0460K00384000000,91,6585.81
6922842,0460K00386000000,68,220.02
6922843,0460K00387000000,67,205.11
6922844,0460K00391000000,53,312.19
6922845,0460K00392000000,53,312.19
6922846,0460K00393000000,68,220.02
6922847,0460K00395000000,52,306.97
6922848,0460L00031000000,2,165.56
6922849,0460L00148000000,4,847.77
6922850,0460L00267000000,84,10278.78
6922851,0460L00275000000,3,132.83
6922852,0460L00292000000,66,147.2
6922853,0460L00302000000,65,131.25
6922854,0460L00324000000,54,392.69
6922855,0460L00327000000,80,416.64
6922856,0460L00365000000,88,5629.44
6922857,0460L00374000000,50,2236.45
6922858,0460L00386000000,112,735.39
6922859,0460L00387000000,41,121.48
6922860,0460L00390000000,114,6388.45
6922861,0460L00392000000,75,6383.27
6922862,0460L00396000000,15,1337
6922863,0460L00398000000,13,4434.8
6922864,0460M00029000000,83,7138.1
6922865,0460N00030000000,85,9923.77
6922866,0460N00096000000,6,1331.29
6922867,0460N00098000000,7,897.23
6922868,0460N00099000000,41,870.53
6922869,0460N00101000000,28,612.02
6922870,0460N00102000000,16,82.85
6922871,0460N00103000000,45,4783.21
6922872,0460N00104000000,105,2750.79
6922873,0460N00105000000,46,4170.08
6922874,0460N00106000000,50,2611.21
6922875,0460N00107000000,52,2730.43
6922876,0460N00110000000,48,6255.24
6922877,0460N00116000000,10,2393.33
6922878,0460N00118000000,2,254.48
6922879,0460N00128000000,131,5233.07
6922880,0460N00130000000,58,1480.59
6922881,0460N00154000000,2,1140.22
6922882,0460N00156000000,3,411.14
6922883,0460N00159000000,2,17.98
6922884,0460N00160000000,4,410
6922885,0460N00172000000,1,82.3
6922886,0460N00177000000,5,1736.02
6922887,0460N00185000000,12,6377.43
6922888,0460N00191000000,28,10924.99
6922889,0460N00193000000,50,12029.72
6922890,0460N00208000000,30,7750.74
6922891,0460N00209000000,3,1074.03
6922892,0460N00212000000,13,3859.57
6922893,0460N00213000000,41,4879.45
6922894,0460N00217000000,2,12.3
6922895,0460N00218000000,10,1444.38
6922896,0460N00228000000,42,5401.82
6922897,0460N00230000000,37,4435.74
6922898,0460N00235000000,119,3039.99
6922899,0460N00237000000,17,3107.16
6922900,0460N00239000000,30,8121.32
6922901,0460N00240000000,12,1989.6
6922902,0460N00241000000,37,1158.07
6922903,0460N00264000000,40,4995.88
6922904,0460N00268000000,14,2904.2
6922905,0460N00271000000,31,6467.79
6922906,0460N00281000000,1,122.03
6922907,0460N00282000000,16,4492.5
6922908,0460N00286000000,2,60.26
6922909,0460N00287000000,26,2961.15
6922910,0460N00291000000,1,267.36
6922911,0460N00292000000,22,6114.27
6922912,0460N00298000000,25,4076.72
6922913,0460N00303000000,3,1082.96
6922914,0460N00305000000,6,2307.32
6922915,0460N00307000000,4,1393.9
6922916,0460N00309000000,16,2281.88
6922917,0460N00311000000,19,5743.58
6922918,0460N00330000000,31,12488.83
6922919,0460N00332000000,33,16564.81
6922920,0460N00334000000,13,3923.01
6922921,0460N00340000000,1,67.51
6922922,0460N00346000000,1,96.52
6922923,0460P00008000000,67,1906.25
6922924,0460P00049000000,135,6992.56
6922925,0460P00050000000,2,89.88
6922926,0460P00054000000,30,223.25
6922927,0460P00090000000,92,6196.61
6922928,0460P00105000000,146,16222.36
6922929,0460P00130000000,1,10.88
6922930,0460P00169000000,34,13884.65
6922931,0460P00228000000,1,1012.37
6922932,0460P00249000000,6,3080.57
6922933,0460P00251000000,80,7235.36
6922934,0460P00253000000,6,925
6922935,0460P00256000000,65,213.46
6922936,0460P00278000000,66,156.89
6922937,0460P00315000000,79,7473.06
6922938,0460R00006000000,35,10671.28
6922939,0460R00013000000,112,6353.63
6922940,0460R00014000000,88,5796.45
6922941,0460R00041000000,1,1.74
6922942,0460R00049000000,21,70.59
6922943,0460R00051000000,69,292.61
6922944,0460R00052000000,1,262.98
6922945,0460R00053000000,68,224.48
6922946,0460R00076000000,81,12672.74
6922947,0460R00078000000,1,1585.32
6922948,0460R00102000000,10,1653.45
6922949,0460R00138000000,4,2146.14
6922950,0460R00182000000,8,2863.51
6922951,0460R00213000000,72,10229.81
6922952,0460R00217000000,32,12012.86
6922953,0460R00248000000,1,407.23
6922954,0460R00252000000,68,248.21
6922955,0460R00258000000,18,5690.14
6922956,0460R00267000000,9,5119.21
6922957,0460R00269000000,20,4681.1
6922958,0460R00271000000,16,5335.67
6922959,0460R00324000000,15,4031.68
6922960,0460R00331000000,67,227.02
6922961,0460R00337000000,66,145.54
6922962,0460R00338000000,66,145.5
6922963,0460R00340000000,135,7074.87
6922964,0460R00343000000,135,6785.64
6922965,0460R00390000000,133,6861.82
6922966,0460S00006000000,4,2003.94
6922967,0460S00033000000,66,235.92
6922968,0460S00035000000,14,59.12
6922969,0460S00037000000,68,235.31
6922970,0460S00057000000,95,564.38
6922971,0460S00060000000,68,235.31
6922972,0460S00062000000,98,556.28
6922973,0460S00083000000,1,7.2
6922974,0460S00085000000,2,15.15
6922975,0460S00091000000,1,256.26
6922976,0460S00097000000,30,6557.23
6922977,0460S00109000000,3,1341.06
6922978,0460S00156000000,93,11164.92
6922979,0460S00161000000,1,837.68
6922980,0460S00166000000,2,192.98
6922981,0460S00233000000,27,5414.8
6922982,0460S00235000000,5,1228.88
6922983,0460S00237000000,55,155.6
6922984,0460S00266000000,2,423.43
6922985,0460S00361000000,14,3691.06
6922986,0460S00373000000,69,9677.29
6922987,0460S00387000000,20,10920.71
6922988,0460S00390000000,74,9526.39
6922989,0461A00002000000,5,2336.13
6922990,0461A00007000000,1,175.82
6922991,0461A00020000000,1,143.32
6922992,0461A00033000000,43,2288.94
6922993,0461A00059000000,4,2079.25
6922994,0461A00077000000,1,242.18
6922995,0461A00092000000,6,2898.02
6922996,0461A00111000000,4,1979.56
6922997,0461A00127000000,15,38.05
6922998,0461A00141000000,1,217.2
6922999,0461A00149000000,4,1989.88
6923000,0461A00162000000,1,140.62
6923001,0461A00177000000,1,43.15
6923002,0461A00182000000,5,1227.65
6923003,0461A00188000000,1,218.66
6923004,0461A00191000000,3,2337.18
6923005,0461A00229000000,20,9677.19
6923006,0461A00231000000,1,214.95
6923007,0461A00236000000,5,2658.61
6923008,0461A00237000000,1,40.68
6923009,0461A00238000000,1,720.2
6923010,0461A00247000000,2,821.18
6923011,0461A00251000000,4,325.03
6923012,0461A00258000000,3,195
6923013,0461A00269000000,1,157
6923014,0461A00283000000,2,571.21
6923015,0461A00314000000,11,3333.25
6923016,0461A00333000000,30,8362.11
6923017,0461A00336000000,14,1879.92
6923018,0461A00341000000,8,649.65
6923019,0461A00348000000,5,2636.16
6923020,0461A00349000000,6,1400.7
6923021,0461A00351000000,6,1937.69
6923022,0461A00353000000,45,8101.88
6923023,0461A00355000000,107,1504.24
6923024,0461A00358000000,100,4421.3
6923025,0461A00360000000,10,1624.7
6923026,0461A00361000000,104,1934.2
6923027,0461A00363000000,13,6963.09
6923028,0461A00373000000,99,3042.02
6923029,0461A00381000000,30,6971.12
6923030,0461B00067000000,60,14133.01
6923031,0461B00074000000,3,5691.3
6923032,0461B00085000000,5,1670.24
6923033,0461B00139000000,1,1.86
6923034,0461B00245000000,1,222.97
6923035,0461B00268000000,1,533.34
6923036,0461B00288000000,7,1629.12
6923037,0461B00311000000,1,308.92
6923038,0461B00330000000,1,470.15
6923039,0461B00360000000,1,287.58
6923040,0461B00363000000,15,14337.46
6923041,0461C00036000000,58,14144.82
6923042,0461C00043000000,1,10.4
6923043,0461C00060000000,1,407.04
6923044,0461C00085000000,26,19101.42
6923045,0461C00161000000,26,8671.47
6923046,0461C00209000000,32,8171.72
6923047,0461C00216000000,6,922.11
6923048,0461C00223000000,1,974
6923049,0461C00236000000,4,3385.24
6923050,0461C00338000000,1,120.65
6923051,0461D00061000000,12,5134.14
6923052,0461D00070000000,55,56.51
6923053,0461D00080000000,3,2665.87
6923054,0461D00095000000,1,142.37
6923055,0461D00110000000,122,4292.06
6923056,0461D00112000000,85,14384.73
6923057,0461D00201000000,3,920.14
6923058,0461D00208000000,64,1948.01
6923059,0461D00216000000,2,1024.68
6923060,0461D00271000000,137,8552.71
6923061,0461E00037000000,1,222.68
6923062,0461E00038000000,31,4124.69
6923063,0461E00147000000,46,3738.2
6923064,0461E00155000000,28,2925.51
6923065,0461E00159000000,27,2078.5
6923066,0461E00164000000,23,566.17
6923067,0461E00179000000,64,11557.65
6923068,0461E00220000000,61,10825.33
6923069,0461E00235000000,63,20219.81
6923070,0461E00265000000,6,8889.7
6923071,0461E00300000000,3,50320
6923072,0461E00319000000,52,581.97
6923073,0461E00325000000,3,523.81
6923074,0461E00328000000,4,635.76
6923075,0461E00329000000,2,14.2
6923076,0461E00341000000,1,11.35
6923077,0461E00342000000,5,1765.48
6923078,0461E00344000000,9,3044.11
6923079,0461E00346000000,12,2636.3
